weekday_name,month,leap_year_condition,decade,output,output_year,output_day
3,12,0,187,8-12-1870,0,8
4,12,0,187,8-12-1871,1,8
6,12,1,187,8-12-1872,2,8
0,12,0,187,8-12-1873,3,8
1,12,0,187,8-12-1874,4,8
2,12,0,187,8-12-1875,5,8
4,12,1,187,8-12-1876,6,8
5,12,0,187,8-12-1877,7,8
6,12,0,187,8-12-1878,8,8
0,12,0,187,8-12-1879,9,8
2,12,1,188,8-12-1880,0,8
3,12,0,188,8-12-1881,1,8
4,12,0,188,8-12-1882,2,8
5,12,0,188,8-12-1883,3,8
0,12,1,188,8-12-1884,4,8
1,12,0,188,8-12-1885,5,8
2,12,0,188,8-12-1886,6,8
3,12,0,188,8-12-1887,7,8
5,12,1,188,8-12-1888,8,8
6,12,0,188,8-12-1889,9,8
0,12,0,189,8-12-1890,0,8
1,12,0,189,8-12-1891,1,8
3,12,1,189,8-12-1892,2,8
4,12,0,189,8-12-1893,3,8
5,12,0,189,8-12-1894,4,8
6,12,0,189,8-12-1895,5,8
1,12,1,189,8-12-1896,6,8
2,12,0,189,8-12-1897,7,8
3,12,0,189,8-12-1898,8,8
4,12,0,189,8-12-1899,9,8
5,12,0,190,8-12-1900,0,8
6,12,0,190,8-12-1901,1,8
0,12,0,190,8-12-1902,2,8
1,12,0,190,8-12-1903,3,8
3,12,1,190,8-12-1904,4,8
4,12,0,190,8-12-1905,5,8
5,12,0,190,8-12-1906,6,8
6,12,0,190,8-12-1907,7,8
1,12,1,190,8-12-1908,8,8
2,12,0,190,8-12-1909,9,8
3,12,0,191,8-12-1910,0,8
4,12,0,191,8-12-1911,1,8
6,12,1,191,8-12-1912,2,8
0,12,0,191,8-12-1913,3,8
1,12,0,191,8-12-1914,4,8
2,12,0,191,8-12-1915,5,8
4,12,1,191,8-12-1916,6,8
5,12,0,191,8-12-1917,7,8
6,12,0,191,8-12-1918,8,8
0,12,0,191,8-12-1919,9,8
2,12,1,192,8-12-1920,0,8
3,12,0,192,8-12-1921,1,8
4,12,0,192,8-12-1922,2,8
5,12,0,192,8-12-1923,3,8
0,12,1,192,8-12-1924,4,8
1,12,0,192,8-12-1925,5,8
2,12,0,192,8-12-1926,6,8
3,12,0,192,8-12-1927,7,8
5,12,1,192,8-12-1928,8,8
6,12,0,192,8-12-1929,9,8
0,12,0,193,8-12-1930,0,8
1,12,0,193,8-12-1931,1,8
3,12,1,193,8-12-1932,2,8
4,12,0,193,8-12-1933,3,8
5,12,0,193,8-12-1934,4,8
6,12,0,193,8-12-1935,5,8
1,12,1,193,8-12-1936,6,8
2,12,0,193,8-12-1937,7,8
3,12,0,193,8-12-1938,8,8
4,12,0,193,8-12-1939,9,8
6,12,1,194,8-12-1940,0,8
0,12,0,194,8-12-1941,1,8
1,12,0,194,8-12-1942,2,8
2,12,0,194,8-12-1943,3,8
4,12,1,194,8-12-1944,4,8
5,12,0,194,8-12-1945,5,8
6,12,0,194,8-12-1946,6,8
0,12,0,194,8-12-1947,7,8
2,12,1,194,8-12-1948,8,8
3,12,0,194,8-12-1949,9,8
4,12,0,195,8-12-1950,0,8
5,12,0,195,8-12-1951,1,8
0,12,1,195,8-12-1952,2,8
1,12,0,195,8-12-1953,3,8
2,12,0,195,8-12-1954,4,8
3,12,0,195,8-12-1955,5,8
5,12,1,195,8-12-1956,6,8
6,12,0,195,8-12-1957,7,8
0,12,0,195,8-12-1958,8,8
1,12,0,195,8-12-1959,9,8
3,12,1,196,8-12-1960,0,8
4,12,0,196,8-12-1961,1,8
5,12,0,196,8-12-1962,2,8
6,12,0,196,8-12-1963,3,8
1,12,1,196,8-12-1964,4,8
2,12,0,196,8-12-1965,5,8
3,12,0,196,8-12-1966,6,8
4,12,0,196,8-12-1967,7,8
6,12,1,196,8-12-1968,8,8
0,12,0,196,8-12-1969,9,8
1,12,0,197,8-12-1970,0,8
2,12,0,197,8-12-1971,1,8
4,12,1,197,8-12-1972,2,8
5,12,0,197,8-12-1973,3,8
6,12,0,197,8-12-1974,4,8
0,12,0,197,8-12-1975,5,8
2,12,1,197,8-12-1976,6,8
3,12,0,197,8-12-1977,7,8
4,12,0,197,8-12-1978,8,8
5,12,0,197,8-12-1979,9,8
0,12,1,198,8-12-1980,0,8
1,12,0,198,8-12-1981,1,8
2,12,0,198,8-12-1982,2,8
3,12,0,198,8-12-1983,3,8
5,12,1,198,8-12-1984,4,8
6,12,0,198,8-12-1985,5,8
0,12,0,198,8-12-1986,6,8
1,12,0,198,8-12-1987,7,8
3,12,1,198,8-12-1988,8,8
4,12,0,198,8-12-1989,9,8
5,12,0,199,8-12-1990,0,8
6,12,0,199,8-12-1991,1,8
1,12,1,199,8-12-1992,2,8
2,12,0,199,8-12-1993,3,8
3,12,0,199,8-12-1994,4,8
4,12,0,199,8-12-1995,5,8
6,12,1,199,8-12-1996,6,8
0,12,0,199,8-12-1997,7,8
1,12,0,199,8-12-1998,8,8
2,12,0,199,8-12-1999,9,8
4,12,1,200,8-12-2000,0,8
5,12,0,200,8-12-2001,1,8
6,12,0,200,8-12-2002,2,8
0,12,0,200,8-12-2003,3,8
2,12,1,200,8-12-2004,4,8
3,12,0,200,8-12-2005,5,8
4,12,0,200,8-12-2006,6,8
5,12,0,200,8-12-2007,7,8
0,12,1,200,8-12-2008,8,8
1,12,0,200,8-12-2009,9,8
2,12,0,201,8-12-2010,0,8
3,12,0,201,8-12-2011,1,8
5,12,1,201,8-12-2012,2,8
6,12,0,201,8-12-2013,3,8
0,12,0,201,8-12-2014,4,8
1,12,0,201,8-12-2015,5,8
3,12,1,201,8-12-2016,6,8
4,12,0,201,8-12-2017,7,8
5,12,0,201,8-12-2018,8,8
6,12,0,201,8-12-2019,9,8
1,12,1,202,8-12-2020,0,8
2,12,0,202,8-12-2021,1,8
3,12,0,202,8-12-2022,2,8
4,12,0,202,8-12-2023,3,8
6,12,1,202,8-12-2024,4,8
0,12,0,202,8-12-2025,5,8
1,12,0,202,8-12-2026,6,8
2,12,0,202,8-12-2027,7,8
4,12,1,202,8-12-2028,8,8
5,12,0,202,8-12-2029,9,8
6,12,0,203,8-12-2030,0,8
0,12,0,203,8-12-2031,1,8
2,12,1,203,8-12-2032,2,8
3,12,0,203,8-12-2033,3,8
4,12,0,203,8-12-2034,4,8
5,12,0,203,8-12-2035,5,8
0,12,1,203,8-12-2036,6,8
1,12,0,203,8-12-2037,7,8
2,12,0,203,8-12-2038,8,8
3,12,0,203,8-12-2039,9,8
5,12,1,204,8-12-2040,0,8
6,12,0,204,8-12-2041,1,8
0,12,0,204,8-12-2042,2,8
1,12,0,204,8-12-2043,3,8
3,12,1,204,8-12-2044,4,8
4,12,0,204,8-12-2045,5,8
5,12,0,204,8-12-2046,6,8
6,12,0,204,8-12-2047,7,8
1,12,1,204,8-12-2048,8,8
2,12,0,204,8-12-2049,9,8
3,12,0,205,8-12-2050,0,8
4,12,0,205,8-12-2051,1,8
6,12,1,205,8-12-2052,2,8
0,12,0,205,8-12-2053,3,8
1,12,0,205,8-12-2054,4,8
2,12,0,205,8-12-2055,5,8
4,12,1,205,8-12-2056,6,8
5,12,0,205,8-12-2057,7,8
6,12,0,205,8-12-2058,8,8
0,12,0,205,8-12-2059,9,8
2,12,1,206,8-12-2060,0,8
3,12,0,206,8-12-2061,1,8
4,12,0,206,8-12-2062,2,8
5,12,0,206,8-12-2063,3,8
0,12,1,206,8-12-2064,4,8
1,12,0,206,8-12-2065,5,8
2,12,0,206,8-12-2066,6,8
3,12,0,206,8-12-2067,7,8
5,12,1,206,8-12-2068,8,8
6,12,0,206,8-12-2069,9,8
0,12,0,207,8-12-2070,0,8
1,12,0,207,8-12-2071,1,8
3,12,1,207,8-12-2072,2,8
4,12,0,207,8-12-2073,3,8
5,12,0,207,8-12-2074,4,8
6,12,0,207,8-12-2075,5,8
1,12,1,207,8-12-2076,6,8
2,12,0,207,8-12-2077,7,8
3,12,0,207,8-12-2078,8,8
4,12,0,207,8-12-2079,9,8
6,12,1,208,8-12-2080,0,8
0,12,0,208,8-12-2081,1,8
1,12,0,208,8-12-2082,2,8
2,12,0,208,8-12-2083,3,8
4,12,1,208,8-12-2084,4,8
5,12,0,208,8-12-2085,5,8
6,12,0,208,8-12-2086,6,8
0,12,0,208,8-12-2087,7,8
2,12,1,208,8-12-2088,8,8
3,12,0,208,8-12-2089,9,8
4,12,0,209,8-12-2090,0,8
5,12,0,209,8-12-2091,1,8
0,12,1,209,8-12-2092,2,8
1,12,0,209,8-12-2093,3,8
2,12,0,209,8-12-2094,4,8
3,12,0,209,8-12-2095,5,8
5,12,1,209,8-12-2096,6,8
6,12,0,209,8-12-2097,7,8
0,12,0,209,8-12-2098,8,8
1,12,0,209,8-12-2099,9,8
2,12,0,210,8-12-2100,0,8
3,12,0,210,8-12-2101,1,8
4,12,0,210,8-12-2102,2,8
5,12,0,210,8-12-2103,3,8
0,12,1,210,8-12-2104,4,8
1,12,0,210,8-12-2105,5,8
2,12,0,210,8-12-2106,6,8
3,12,0,210,8-12-2107,7,8
5,12,1,210,8-12-2108,8,8
6,12,0,210,8-12-2109,9,8
0,12,0,211,8-12-2110,0,8
1,12,0,211,8-12-2111,1,8
3,12,1,211,8-12-2112,2,8
4,12,0,211,8-12-2113,3,8
5,12,0,211,8-12-2114,4,8
6,12,0,211,8-12-2115,5,8
1,12,1,211,8-12-2116,6,8
2,12,0,211,8-12-2117,7,8
3,12,0,211,8-12-2118,8,8
4,12,0,211,8-12-2119,9,8
6,12,1,212,8-12-2120,0,8
0,12,0,212,8-12-2121,1,8
1,12,0,212,8-12-2122,2,8
2,12,0,212,8-12-2123,3,8
4,12,1,212,8-12-2124,4,8
5,12,0,212,8-12-2125,5,8
6,12,0,212,8-12-2126,6,8
0,12,0,212,8-12-2127,7,8
2,12,1,212,8-12-2128,8,8
3,12,0,212,8-12-2129,9,8
4,12,0,213,8-12-2130,0,8
5,12,0,213,8-12-2131,1,8
0,12,1,213,8-12-2132,2,8
1,12,0,213,8-12-2133,3,8
2,12,0,213,8-12-2134,4,8
3,12,0,213,8-12-2135,5,8
5,12,1,213,8-12-2136,6,8
6,12,0,213,8-12-2137,7,8
0,12,0,213,8-12-2138,8,8
1,12,0,213,8-12-2139,9,8
3,12,1,214,8-12-2140,0,8
4,12,0,214,8-12-2141,1,8
5,12,0,214,8-12-2142,2,8
6,12,0,214,8-12-2143,3,8
1,12,1,214,8-12-2144,4,8
2,12,0,214,8-12-2145,5,8
3,12,0,214,8-12-2146,6,8
4,12,0,214,8-12-2147,7,8
6,12,1,214,8-12-2148,8,8
0,12,0,214,8-12-2149,9,8
1,12,0,215,8-12-2150,0,8
2,12,0,215,8-12-2151,1,8
4,12,1,215,8-12-2152,2,8
5,12,0,215,8-12-2153,3,8
6,12,0,215,8-12-2154,4,8
0,12,0,215,8-12-2155,5,8
2,12,1,215,8-12-2156,6,8
3,12,0,215,8-12-2157,7,8
4,12,0,215,8-12-2158,8,8
5,12,0,215,8-12-2159,9,8
0,12,1,216,8-12-2160,0,8
1,12,0,216,8-12-2161,1,8
2,12,0,216,8-12-2162,2,8
3,12,0,216,8-12-2163,3,8
5,12,1,216,8-12-2164,4,8
6,12,0,216,8-12-2165,5,8
0,12,0,216,8-12-2166,6,8
1,12,0,216,8-12-2167,7,8
3,12,1,216,8-12-2168,8,8
4,12,0,216,8-12-2169,9,8
5,12,0,217,8-12-2170,0,8
6,12,0,217,8-12-2171,1,8
1,12,1,217,8-12-2172,2,8
2,12,0,217,8-12-2173,3,8
3,12,0,217,8-12-2174,4,8
4,12,0,217,8-12-2175,5,8
6,12,1,217,8-12-2176,6,8
0,12,0,217,8-12-2177,7,8
1,12,0,217,8-12-2178,8,8
2,12,0,217,8-12-2179,9,8
4,12,1,218,8-12-2180,0,8
5,12,0,218,8-12-2181,1,8
6,12,0,218,8-12-2182,2,8
0,12,0,218,8-12-2183,3,8
2,12,1,218,8-12-2184,4,8
3,12,0,218,8-12-2185,5,8
4,12,0,218,8-12-2186,6,8
5,12,0,218,8-12-2187,7,8
0,12,1,218,8-12-2188,8,8
1,12,0,218,8-12-2189,9,8
2,12,0,219,8-12-2190,0,8
3,12,0,219,8-12-2191,1,8
5,12,1,219,8-12-2192,2,8
6,12,0,219,8-12-2193,3,8
0,12,0,219,8-12-2194,4,8
1,12,0,219,8-12-2195,5,8
3,12,1,219,8-12-2196,6,8
4,12,0,219,8-12-2197,7,8
5,12,0,219,8-12-2198,8,8
6,12,0,219,8-12-2199,9,8
0,12,0,220,8-12-2200,0,8
3,1,0,180,9-1-1800,0,9
4,1,0,180,9-1-1801,1,9
5,1,0,180,9-1-1802,2,9
6,1,0,180,9-1-1803,3,9
0,1,1,180,9-1-1804,4,9
2,1,0,180,9-1-1805,5,9
3,1,0,180,9-1-1806,6,9
4,1,0,180,9-1-1807,7,9
5,1,1,180,9-1-1808,8,9
0,1,0,180,9-1-1809,9,9
1,1,0,181,9-1-1810,0,9
2,1,0,181,9-1-1811,1,9
3,1,1,181,9-1-1812,2,9
5,1,0,181,9-1-1813,3,9
6,1,0,181,9-1-1814,4,9
0,1,0,181,9-1-1815,5,9
1,1,1,181,9-1-1816,6,9
3,1,0,181,9-1-1817,7,9
4,1,0,181,9-1-1818,8,9
5,1,0,181,9-1-1819,9,9
6,1,1,182,9-1-1820,0,9
1,1,0,182,9-1-1821,1,9
2,1,0,182,9-1-1822,2,9
3,1,0,182,9-1-1823,3,9
4,1,1,182,9-1-1824,4,9
6,1,0,182,9-1-1825,5,9
0,1,0,182,9-1-1826,6,9
1,1,0,182,9-1-1827,7,9
2,1,1,182,9-1-1828,8,9
4,1,0,182,9-1-1829,9,9
5,1,0,183,9-1-1830,0,9
6,1,0,183,9-1-1831,1,9
0,1,1,183,9-1-1832,2,9
2,1,0,183,9-1-1833,3,9
3,1,0,183,9-1-1834,4,9
4,1,0,183,9-1-1835,5,9
5,1,1,183,9-1-1836,6,9
0,1,0,183,9-1-1837,7,9
1,1,0,183,9-1-1838,8,9
2,1,0,183,9-1-1839,9,9
3,1,1,184,9-1-1840,0,9
5,1,0,184,9-1-1841,1,9
6,1,0,184,9-1-1842,2,9
0,1,0,184,9-1-1843,3,9
1,1,1,184,9-1-1844,4,9
3,1,0,184,9-1-1845,5,9
4,1,0,184,9-1-1846,6,9
5,1,0,184,9-1-1847,7,9
6,1,1,184,9-1-1848,8,9
1,1,0,184,9-1-1849,9,9
2,1,0,185,9-1-1850,0,9
3,1,0,185,9-1-1851,1,9
4,1,1,185,9-1-1852,2,9
6,1,0,185,9-1-1853,3,9
0,1,0,185,9-1-1854,4,9
1,1,0,185,9-1-1855,5,9
2,1,1,185,9-1-1856,6,9
4,1,0,185,9-1-1857,7,9
5,1,0,185,9-1-1858,8,9
6,1,0,185,9-1-1859,9,9
0,1,1,186,9-1-1860,0,9
2,1,0,186,9-1-1861,1,9
3,1,0,186,9-1-1862,2,9
4,1,0,186,9-1-1863,3,9
5,1,1,186,9-1-1864,4,9
0,1,0,186,9-1-1865,5,9
1,1,0,186,9-1-1866,6,9
2,1,0,186,9-1-1867,7,9
3,1,1,186,9-1-1868,8,9
5,1,0,186,9-1-1869,9,9
6,1,0,187,9-1-1870,0,9
0,1,0,187,9-1-1871,1,9
1,1,1,187,9-1-1872,2,9
3,1,0,187,9-1-1873,3,9
4,1,0,187,9-1-1874,4,9
5,1,0,187,9-1-1875,5,9
6,1,1,187,9-1-1876,6,9
1,1,0,187,9-1-1877,7,9
2,1,0,187,9-1-1878,8,9
3,1,0,187,9-1-1879,9,9
4,1,1,188,9-1-1880,0,9
6,1,0,188,9-1-1881,1,9
0,1,0,188,9-1-1882,2,9
1,1,0,188,9-1-1883,3,9
2,1,1,188,9-1-1884,4,9
4,1,0,188,9-1-1885,5,9
5,1,0,188,9-1-1886,6,9
6,1,0,188,9-1-1887,7,9
0,1,1,188,9-1-1888,8,9
2,1,0,188,9-1-1889,9,9
3,1,0,189,9-1-1890,0,9
4,1,0,189,9-1-1891,1,9
5,1,1,189,9-1-1892,2,9
0,1,0,189,9-1-1893,3,9
1,1,0,189,9-1-1894,4,9
2,1,0,189,9-1-1895,5,9
3,1,1,189,9-1-1896,6,9
5,1,0,189,9-1-1897,7,9
6,1,0,189,9-1-1898,8,9
0,1,0,189,9-1-1899,9,9
1,1,0,190,9-1-1900,0,9
2,1,0,190,9-1-1901,1,9
3,1,0,190,9-1-1902,2,9
4,1,0,190,9-1-1903,3,9
5,1,1,190,9-1-1904,4,9
0,1,0,190,9-1-1905,5,9
1,1,0,190,9-1-1906,6,9
2,1,0,190,9-1-1907,7,9
3,1,1,190,9-1-1908,8,9
5,1,0,190,9-1-1909,9,9
6,1,0,191,9-1-1910,0,9
0,1,0,191,9-1-1911,1,9
1,1,1,191,9-1-1912,2,9
3,1,0,191,9-1-1913,3,9
4,1,0,191,9-1-1914,4,9
5,1,0,191,9-1-1915,5,9
6,1,1,191,9-1-1916,6,9
1,1,0,191,9-1-1917,7,9
2,1,0,191,9-1-1918,8,9
3,1,0,191,9-1-1919,9,9
4,1,1,192,9-1-1920,0,9
6,1,0,192,9-1-1921,1,9
0,1,0,192,9-1-1922,2,9
1,1,0,192,9-1-1923,3,9
2,1,1,192,9-1-1924,4,9
4,1,0,192,9-1-1925,5,9
5,1,0,192,9-1-1926,6,9
6,1,0,192,9-1-1927,7,9
0,1,1,192,9-1-1928,8,9
2,1,0,192,9-1-1929,9,9
3,1,0,193,9-1-1930,0,9
4,1,0,193,9-1-1931,1,9
5,1,1,193,9-1-1932,2,9
0,1,0,193,9-1-1933,3,9
1,1,0,193,9-1-1934,4,9
2,1,0,193,9-1-1935,5,9
3,1,1,193,9-1-1936,6,9
5,1,0,193,9-1-1937,7,9
6,1,0,193,9-1-1938,8,9
0,1,0,193,9-1-1939,9,9
1,1,1,194,9-1-1940,0,9
3,1,0,194,9-1-1941,1,9
4,1,0,194,9-1-1942,2,9
5,1,0,194,9-1-1943,3,9
6,1,1,194,9-1-1944,4,9
1,1,0,194,9-1-1945,5,9
2,1,0,194,9-1-1946,6,9
3,1,0,194,9-1-1947,7,9
4,1,1,194,9-1-1948,8,9
6,1,0,194,9-1-1949,9,9
0,1,0,195,9-1-1950,0,9
1,1,0,195,9-1-1951,1,9
2,1,1,195,9-1-1952,2,9
4,1,0,195,9-1-1953,3,9
5,1,0,195,9-1-1954,4,9
6,1,0,195,9-1-1955,5,9
0,1,1,195,9-1-1956,6,9
2,1,0,195,9-1-1957,7,9
3,1,0,195,9-1-1958,8,9
4,1,0,195,9-1-1959,9,9
5,1,1,196,9-1-1960,0,9
0,1,0,196,9-1-1961,1,9
1,1,0,196,9-1-1962,2,9
2,1,0,196,9-1-1963,3,9
3,1,1,196,9-1-1964,4,9
5,1,0,196,9-1-1965,5,9
6,1,0,196,9-1-1966,6,9
0,1,0,196,9-1-1967,7,9
1,1,1,196,9-1-1968,8,9
3,1,0,196,9-1-1969,9,9
4,1,0,197,9-1-1970,0,9
5,1,0,197,9-1-1971,1,9
6,1,1,197,9-1-1972,2,9
1,1,0,197,9-1-1973,3,9
2,1,0,197,9-1-1974,4,9
3,1,0,197,9-1-1975,5,9
4,1,1,197,9-1-1976,6,9
6,1,0,197,9-1-1977,7,9
0,1,0,197,9-1-1978,8,9
1,1,0,197,9-1-1979,9,9
2,1,1,198,9-1-1980,0,9
4,1,0,198,9-1-1981,1,9
5,1,0,198,9-1-1982,2,9
6,1,0,198,9-1-1983,3,9
0,1,1,198,9-1-1984,4,9
2,1,0,198,9-1-1985,5,9
3,1,0,198,9-1-1986,6,9
4,1,0,198,9-1-1987,7,9
5,1,1,198,9-1-1988,8,9
0,1,0,198,9-1-1989,9,9
1,1,0,199,9-1-1990,0,9
2,1,0,199,9-1-1991,1,9
3,1,1,199,9-1-1992,2,9
5,1,0,199,9-1-1993,3,9
6,1,0,199,9-1-1994,4,9
0,1,0,199,9-1-1995,5,9
1,1,1,199,9-1-1996,6,9
3,1,0,199,9-1-1997,7,9
4,1,0,199,9-1-1998,8,9
5,1,0,199,9-1-1999,9,9
6,1,1,200,9-1-2000,0,9
1,1,0,200,9-1-2001,1,9
2,1,0,200,9-1-2002,2,9
3,1,0,200,9-1-2003,3,9
4,1,1,200,9-1-2004,4,9
6,1,0,200,9-1-2005,5,9
0,1,0,200,9-1-2006,6,9
1,1,0,200,9-1-2007,7,9
2,1,1,200,9-1-2008,8,9
4,1,0,200,9-1-2009,9,9
5,1,0,201,9-1-2010,0,9
6,1,0,201,9-1-2011,1,9
0,1,1,201,9-1-2012,2,9
2,1,0,201,9-1-2013,3,9
3,1,0,201,9-1-2014,4,9
4,1,0,201,9-1-2015,5,9
5,1,1,201,9-1-2016,6,9
0,1,0,201,9-1-2017,7,9
1,1,0,201,9-1-2018,8,9
2,1,0,201,9-1-2019,9,9
3,1,1,202,9-1-2020,0,9
5,1,0,202,9-1-2021,1,9
6,1,0,202,9-1-2022,2,9
0,1,0,202,9-1-2023,3,9
1,1,1,202,9-1-2024,4,9
3,1,0,202,9-1-2025,5,9
4,1,0,202,9-1-2026,6,9
5,1,0,202,9-1-2027,7,9
6,1,1,202,9-1-2028,8,9
1,1,0,202,9-1-2029,9,9
2,1,0,203,9-1-2030,0,9
3,1,0,203,9-1-2031,1,9
4,1,1,203,9-1-2032,2,9
6,1,0,203,9-1-2033,3,9
0,1,0,203,9-1-2034,4,9
1,1,0,203,9-1-2035,5,9
2,1,1,203,9-1-2036,6,9
4,1,0,203,9-1-2037,7,9
5,1,0,203,9-1-2038,8,9
6,1,0,203,9-1-2039,9,9
0,1,1,204,9-1-2040,0,9
2,1,0,204,9-1-2041,1,9
3,1,0,204,9-1-2042,2,9
4,1,0,204,9-1-2043,3,9
5,1,1,204,9-1-2044,4,9
0,1,0,204,9-1-2045,5,9
1,1,0,204,9-1-2046,6,9
2,1,0,204,9-1-2047,7,9
3,1,1,204,9-1-2048,8,9
5,1,0,204,9-1-2049,9,9
6,1,0,205,9-1-2050,0,9
0,1,0,205,9-1-2051,1,9
1,1,1,205,9-1-2052,2,9
3,1,0,205,9-1-2053,3,9
4,1,0,205,9-1-2054,4,9
5,1,0,205,9-1-2055,5,9
6,1,1,205,9-1-2056,6,9
1,1,0,205,9-1-2057,7,9
2,1,0,205,9-1-2058,8,9
3,1,0,205,9-1-2059,9,9
4,1,1,206,9-1-2060,0,9
6,1,0,206,9-1-2061,1,9
0,1,0,206,9-1-2062,2,9
1,1,0,206,9-1-2063,3,9
2,1,1,206,9-1-2064,4,9
4,1,0,206,9-1-2065,5,9
5,1,0,206,9-1-2066,6,9
6,1,0,206,9-1-2067,7,9
0,1,1,206,9-1-2068,8,9
2,1,0,206,9-1-2069,9,9
3,1,0,207,9-1-2070,0,9
4,1,0,207,9-1-2071,1,9
5,1,1,207,9-1-2072,2,9
0,1,0,207,9-1-2073,3,9
1,1,0,207,9-1-2074,4,9
2,1,0,207,9-1-2075,5,9
3,1,1,207,9-1-2076,6,9
5,1,0,207,9-1-2077,7,9
6,1,0,207,9-1-2078,8,9
0,1,0,207,9-1-2079,9,9
1,1,1,208,9-1-2080,0,9
3,1,0,208,9-1-2081,1,9
4,1,0,208,9-1-2082,2,9
5,1,0,208,9-1-2083,3,9
6,1,1,208,9-1-2084,4,9
1,1,0,208,9-1-2085,5,9
2,1,0,208,9-1-2086,6,9
3,1,0,208,9-1-2087,7,9
4,1,1,208,9-1-2088,8,9
6,1,0,208,9-1-2089,9,9
0,1,0,209,9-1-2090,0,9
1,1,0,209,9-1-2091,1,9
2,1,1,209,9-1-2092,2,9
4,1,0,209,9-1-2093,3,9
5,1,0,209,9-1-2094,4,9
6,1,0,209,9-1-2095,5,9
0,1,1,209,9-1-2096,6,9
2,1,0,209,9-1-2097,7,9
3,1,0,209,9-1-2098,8,9
4,1,0,209,9-1-2099,9,9
5,1,0,210,9-1-2100,0,9
6,1,0,210,9-1-2101,1,9
0,1,0,210,9-1-2102,2,9
1,1,0,210,9-1-2103,3,9
2,1,1,210,9-1-2104,4,9
4,1,0,210,9-1-2105,5,9
5,1,0,210,9-1-2106,6,9
6,1,0,210,9-1-2107,7,9
0,1,1,210,9-1-2108,8,9
2,1,0,210,9-1-2109,9,9
3,1,0,211,9-1-2110,0,9
4,1,0,211,9-1-2111,1,9
5,1,1,211,9-1-2112,2,9
0,1,0,211,9-1-2113,3,9
1,1,0,211,9-1-2114,4,9
2,1,0,211,9-1-2115,5,9
3,1,1,211,9-1-2116,6,9
5,1,0,211,9-1-2117,7,9
6,1,0,211,9-1-2118,8,9
0,1,0,211,9-1-2119,9,9
1,1,1,212,9-1-2120,0,9
3,1,0,212,9-1-2121,1,9
4,1,0,212,9-1-2122,2,9
5,1,0,212,9-1-2123,3,9
6,1,1,212,9-1-2124,4,9
1,1,0,212,9-1-2125,5,9
2,1,0,212,9-1-2126,6,9
3,1,0,212,9-1-2127,7,9
4,1,1,212,9-1-2128,8,9
6,1,0,212,9-1-2129,9,9
0,1,0,213,9-1-2130,0,9
1,1,0,213,9-1-2131,1,9
2,1,1,213,9-1-2132,2,9
4,1,0,213,9-1-2133,3,9
5,1,0,213,9-1-2134,4,9
6,1,0,213,9-1-2135,5,9
0,1,1,213,9-1-2136,6,9
2,1,0,213,9-1-2137,7,9
3,1,0,213,9-1-2138,8,9
4,1,0,213,9-1-2139,9,9
5,1,1,214,9-1-2140,0,9
0,1,0,214,9-1-2141,1,9
1,1,0,214,9-1-2142,2,9
2,1,0,214,9-1-2143,3,9
3,1,1,214,9-1-2144,4,9
5,1,0,214,9-1-2145,5,9
6,1,0,214,9-1-2146,6,9
0,1,0,214,9-1-2147,7,9
1,1,1,214,9-1-2148,8,9
3,1,0,214,9-1-2149,9,9
4,1,0,215,9-1-2150,0,9
5,1,0,215,9-1-2151,1,9
6,1,1,215,9-1-2152,2,9
1,1,0,215,9-1-2153,3,9
2,1,0,215,9-1-2154,4,9
3,1,0,215,9-1-2155,5,9
4,1,1,215,9-1-2156,6,9
6,1,0,215,9-1-2157,7,9
0,1,0,215,9-1-2158,8,9
1,1,0,215,9-1-2159,9,9
2,1,1,216,9-1-2160,0,9
4,1,0,216,9-1-2161,1,9
5,1,0,216,9-1-2162,2,9
6,1,0,216,9-1-2163,3,9
0,1,1,216,9-1-2164,4,9
2,1,0,216,9-1-2165,5,9
3,1,0,216,9-1-2166,6,9
4,1,0,216,9-1-2167,7,9
5,1,1,216,9-1-2168,8,9
0,1,0,216,9-1-2169,9,9
1,1,0,217,9-1-2170,0,9
2,1,0,217,9-1-2171,1,9
3,1,1,217,9-1-2172,2,9
5,1,0,217,9-1-2173,3,9
6,1,0,217,9-1-2174,4,9
0,1,0,217,9-1-2175,5,9
1,1,1,217,9-1-2176,6,9
3,1,0,217,9-1-2177,7,9
4,1,0,217,9-1-2178,8,9
5,1,0,217,9-1-2179,9,9
6,1,1,218,9-1-2180,0,9
1,1,0,218,9-1-2181,1,9
2,1,0,218,9-1-2182,2,9
3,1,0,218,9-1-2183,3,9
4,1,1,218,9-1-2184,4,9
6,1,0,218,9-1-2185,5,9
0,1,0,218,9-1-2186,6,9
1,1,0,218,9-1-2187,7,9
2,1,1,218,9-1-2188,8,9
4,1,0,218,9-1-2189,9,9
5,1,0,219,9-1-2190,0,9
6,1,0,219,9-1-2191,1,9
0,1,1,219,9-1-2192,2,9
2,1,0,219,9-1-2193,3,9
3,1,0,219,9-1-2194,4,9
4,1,0,219,9-1-2195,5,9
5,1,1,219,9-1-2196,6,9
0,1,0,219,9-1-2197,7,9
1,1,0,219,9-1-2198,8,9
2,1,0,219,9-1-2199,9,9
3,1,0,220,9-1-2200,0,9
6,2,0,180,9-2-1800,0,9
0,2,0,180,9-2-1801,1,9
1,2,0,180,9-2-1802,2,9
