,index
17353,1209
17354,47321
17355,125415
17356,111865
17357,36321
17358,65501
17359,54984
17360,51328
17361,49662
17362,6552
17363,77729
17364,66945
17365,60672
17366,122586
17367,68588
17368,117139
17369,93675
17370,43173
17371,22611
17372,7704
17373,58136
17374,42401
17375,24582
17376,82650
17377,137884
17378,133906
17379,84517
17380,51044
17381,72047
17382,69045
17383,82798
17384,43405
17385,132794
17386,1691
17387,104166
17388,106818
17389,48635
17390,58350
17391,71102
17392,110592
17393,10338
17394,91255
17395,2222
17396,29923
17397,26971
17398,135358
17399,83725
17400,123543
17401,56817
17402,40191
17403,57287
17404,104715
17405,41752
17406,109799
17407,91732
17408,76796
17409,67788
17410,120434
17411,73119
17412,54569
17413,120335
17414,94768
17415,42576
17416,81086
17417,10311
17418,84643
17419,10956
17420,133248
17421,50440
17422,18072
17423,75040
17424,15068
17425,79232
17426,122155
17427,123586
17428,60184
17429,114429
17430,27157
17431,131483
17432,124411
17433,66912
17434,32859
17435,17707
17436,74761
17437,143649
17438,74093
17439,135584
17440,116942
17441,28025
17442,62798
17443,8196
17444,43847
17445,138708
17446,65913
17447,115749
17448,72621
17449,28569
17450,4261
17451,9274
17452,99583
17453,78521
17454,83379
17455,81423
17456,86367
17457,9283
17458,10500
17459,121912
17460,55640
17461,102893
17462,73493
17463,92028
17464,125431
17465,12991
17466,86198
17467,87283
17468,104816
17469,70917
17470,36387
17471,56338
17472,104740
17473,112358
17474,66614
17475,1103
17476,54410
17477,91389
17478,73847
17479,126984
17480,74814
17481,83788
17482,33543
17483,142419
17484,96582
17485,39432
17486,45061
17487,39003
17488,110404
17489,16086
17490,19562
17491,5899
17492,119493
17493,23318
17494,93788
17495,29072
17496,40441
17497,114776
17498,110030
17499,96712
17500,101943
17501,34953
17502,115336
17503,121109
17504,28457
17505,38756
17506,3341
17507,77829
17508,105295
17509,142669
17510,93445
17511,122866
17512,56544
17513,91270
17514,1475
17515,26476
17516,87797
17517,55142
17518,57344
17519,93359
17520,57913
17521,115280
17522,92642
17523,65356
17524,2912
17525,3663
17526,70720
17527,6497
17528,142659
17529,47881
17530,53798
17531,93274
17532,116354
17533,144023
17534,103487
17535,10332
17536,80151
17537,13713
17538,92455
17539,56365
17540,89032
17541,122998
17542,139528
17543,131059
17544,57691
17545,77452
17546,57665
17547,1866
17548,145151
17549,87674
17550,137145
17551,174
17552,96445
17553,7639
17554,32880
17555,127096
17556,58389
17557,120913
17558,7166
17559,2775
17560,45977
17561,58713
17562,90782
17563,143646
17564,116830
17565,34676
17566,100004
17567,100494
17568,65836
17569,133494
17570,103110
17571,65011
17572,13004
17573,57012
17574,111015
17575,41678
17576,54189
17577,43654
17578,82135
17579,12120
17580,89753
17581,54661
17582,129341
17583,35200
17584,7583
17585,55499
17586,44280
17587,82584
17588,138163
17589,71488
17590,136516
17591,80885
17592,141066
17593,136835
17594,24902
17595,30102
17596,109211
17597,102426
17598,98050
17599,84733
17600,37560
17601,75010
17602,100544
17603,132827
17604,142027
17605,106321
17606,117714
17607,16438
17608,59993
17609,47384
17610,121975
17611,62993
17612,77518
17613,115208
17614,70678
17615,98562
17616,94270
17617,80523
17618,55145
17619,64138
17620,100889
17621,135273
17622,71001
17623,10779
17624,91962
17625,33422
17626,17305
17627,86962
17628,110837
17629,99524
17630,109477
17631,1577
17632,110290
17633,127612
17634,41377
17635,75295
17636,55806
17637,78796
17638,142510
17639,62103
17640,3290
17641,39300
17642,25168
17643,121804
17644,3300
17645,68222
17646,38496
17647,48283
17648,132398
17649,4358
17650,55486
17651,115009
17652,40219
17653,42749
17654,19069
17655,30232
17656,42545
17657,4589
17658,9400
17659,31782
17660,111154
17661,146278
17662,142269
17663,75110
17664,63898
17665,127537
17666,116681
17667,113825
17668,32782
17669,65143
17670,82270
17671,52629
17672,5796
17673,125669
17674,6403
17675,28087
17676,114386
17677,10089
17678,88678
17679,140651
17680,127445
17681,34914
17682,21410
17683,14652
17684,111498
17685,97794
17686,116359
17687,22669
17688,74556
17689,79546
17690,76379
17691,26081
17692,89779
17693,134735
17694,140535
17695,85300
17696,8265
17697,74938
17698,12659
17699,88159
17700,136489
17701,134011
17702,29815
17703,117287
17704,129763
17705,119340
17706,44258
17707,24170
17708,11989
17709,56760
17710,67355
17711,56317
17712,53912
17713,11953
17714,26467
17715,111952
17716,100848
17717,102548
17718,141544
17719,132619
17720,136874
17721,143967
17722,105987
17723,133131
17724,91282
17725,21755
17726,90418
17727,74026
17728,44888
17729,6019
17730,75942
17731,56767
17732,119925
17733,99725
17734,47858
17735,93153
17736,51647
17737,111000
17738,31813
17739,133659
17740,83129
17741,141372
17742,108590
17743,140089
17744,96482
17745,95009
17746,59305
17747,78361
17748,89157
17749,23396
17750,102742
17751,107636
17752,19788
17753,3636
17754,118535
17755,97975
17756,128441
17757,133758
17758,119778
17759,95623
17760,9760
17761,92625
17762,136552
17763,4943
17764,35757
17765,3958
17766,106243
17767,145207
17768,119339
17769,98422
17770,126896
17771,94509
17772,63341
17773,16398
17774,121058
17775,75121
17776,74471
17777,93292
17778,83203
17779,83454
17780,21462
17781,6898
17782,116585
17783,15719
17784,119079
17785,69192
17786,98633
17787,35924
17788,145745
17789,76553
17790,127862
17791,120439
17792,6425
17793,30367
17794,21345
17795,92518
17796,143015
17797,75150
17798,95278
17799,26439
17800,75701
17801,38562
17802,67130
17803,101923
17804,33930
17805,70950
17806,99618
17807,43412
17808,132440
17809,9140
17810,133878
17811,66129
17812,104726
17813,140520
17814,125475
17815,123431
17816,88295
17817,85825
17818,120839
17819,83681
17820,56206
17821,28303
17822,44166
17823,1282
17824,37157
17825,142262
17826,71901
17827,81065
17828,115584
17829,46577
17830,110447
17831,88408
17832,33531
17833,17211
17834,58022
17835,127583
17836,99923
17837,65527
17838,116768
17839,116470
17840,55817
17841,54883
17842,48226
17843,74586
17844,138085
17845,79421
17846,30344
17847,507
17848,13049
17849,117374
17850,56735
17851,50065
17852,58922
17853,20301
17854,3270
17855,110572
17856,33176
17857,45495
17858,2576
17859,78352
17860,102251
17861,77075
17862,41229
17863,78097
17864,117318
17865,39682
17866,133798
17867,15413
17868,8065
17869,107505
17870,52642
17871,111392
17872,47558
17873,30135
17874,18216
17875,88061
17876,31909
17877,26189
17878,1650
17879,122877
17880,4236
17881,139590
17882,2326
17883,53295
17884,20958
17885,84262
17886,123629
17887,22731
17888,89212
17889,64966
17890,66386
17891,121001
17892,106326
17893,10820
17894,39771
17895,144381
17896,13979
17897,8153
17898,140758
17899,134286
17900,112992
17901,69548
17902,129283
17903,34960
17904,137781
17905,49298
17906,124979
17907,129909
17908,57422
17909,12908
17910,91548
17911,8719
17912,33600
17913,4042
17914,3397
17915,14301
17916,110531
17917,98112
17918,50605
17919,100872
17920,25296
17921,109631
17922,136024
17923,47123
17924,47312
17925,77915
17926,96725
17927,88637
17928,144046
17929,25617
17930,55042
17931,104074
17932,44176
17933,55246
17934,90470
17935,138115
17936,2799
17937,18596
17938,27799
17939,48178
17940,99230
17941,35245
17942,12853
17943,124785
17944,9697
17945,57508
17946,62886
17947,43838
17948,137642
17949,81262
17950,3317
17951,104693
17952,75941
17953,46296
17954,119574
17955,141303
17956,74868
17957,124469
17958,110234
17959,3085
17960,87139
17961,41056
17962,12222
17963,49102
17964,130375
17965,92191
17966,2219
17967,15639
17968,91367
17969,113736
17970,25591
17971,35264
17972,108052
17973,125957
17974,62087
17975,36791
17976,107560
17977,113223
17978,90695
17979,126680
17980,103517
17981,38018
17982,137173
17983,138230
17984,46793
17985,61919
17986,74906
17987,138049
17988,30598
17989,143918
17990,103871
17991,11225
17992,80917
17993,103482
17994,129602
17995,16054
17996,46426
17997,43308
17998,112377
17999,94533
18000,83247
18001,121080
18002,136594
18003,107799
18004,119087
18005,98926
18006,35477
18007,114001
18008,5680
18009,32003
18010,4369
18011,102026
18012,128097
18013,109993
18014,111681
18015,31949
18016,102902
18017,6939
18018,95197
18019,103547
18020,110218
18021,77731
18022,17484
18023,85486
18024,115598
18025,35942
18026,10327
18027,101188
18028,134791
18029,88666
18030,24973
18031,129256
18032,87584
18033,20586
18034,70570
18035,76031
18036,38507
18037,80117
18038,108279
18039,110049
18040,28237
18041,60162
18042,52584
18043,145287
18044,102993
18045,105626
18046,129599
18047,73907
18048,26592
18049,54734
18050,144150
18051,4378
18052,15798
18053,43168
18054,30228
18055,132430
18056,80409
18057,23298
18058,130549
18059,32183
18060,1516
18061,61207
18062,3740
18063,16968
18064,126899
18065,89305
18066,59262
18067,107470
18068,6918
18069,1010
18070,83588
18071,105062
18072,90346
18073,109089
18074,97861
18075,47236
18076,67466
18077,44065
18078,143481
18079,80653
18080,105216
18081,50602
18082,5713
18083,68110
18084,14582
18085,72828
18086,55480
18087,43081
18088,65026
18089,39643
18090,96459
18091,43678
18092,63391
18093,37696
18094,128764
18095,7011
18096,16361
18097,123879
18098,18617
18099,21800
18100,66781
18101,61936
18102,77433
18103,130099
18104,23199
18105,11255
18106,947
18107,21735
18108,127230
18109,130285
18110,99194
18111,103149
18112,145895
18113,16035
18114,16560
18115,85885
18116,18547
18117,97327
18118,141352
18119,98095
18120,91749
18121,71937
18122,39648
18123,64113
18124,36212
18125,7027
18126,136353
18127,120021
18128,24501
18129,100008
18130,143328
18131,136488
18132,93121
18133,64755
18134,76326
18135,68915
18136,107640
18137,29382
18138,127156
18139,108484
18140,21577
18141,107011
18142,38706
18143,144587
18144,109221
18145,24153
18146,110351
18147,110678
18148,121521
18149,99453
18150,75358
18151,117648
18152,101898
18153,111296
18154,64258
18155,76143
18156,24398
18157,128315
18158,103492
18159,111150
18160,42970
18161,145474
18162,84506
18163,65101
18164,143374
18165,49133
18166,29878
18167,814
18168,23534
18169,107156
18170,139274
18171,101036
18172,69683
18173,24434
18174,140934
18175,7824
18176,100852
18177,96467
18178,71642
18179,142933
18180,109940
18181,83378
18182,100877
18183,76775
18184,16059
18185,79991
18186,131025
18187,35355
18188,61481
18189,142618
18190,18619
18191,138420
18192,138506
18193,62397
18194,24925
18195,141159
18196,10200
18197,94165
18198,107083
18199,32490
18200,112105
18201,71570
18202,93195
18203,3094
18204,23904
18205,33490
18206,128800
18207,3915
18208,44776
18209,96576
18210,134242
18211,42655
18212,60298
18213,112193
18214,57936
18215,56054
18216,93326
18217,84573
18218,138191
18219,14588
18220,25569
18221,146263
18222,101701
18223,85273
18224,109438
18225,74275
18226,125239
18227,79037
18228,142298
18229,46115
18230,39002
18231,90108
18232,51151
18233,100443
18234,36983
18235,76504
18236,23448
18237,84705
18238,43067
18239,10432
18240,63240
18241,58739
18242,77470
18243,39580
18244,49930
18245,70
18246,73473
18247,21465
18248,26607
18249,53398
18250,39482
18251,105893
18252,75465
18253,80326
18254,59285
18255,103264
18256,87029
18257,74613
18258,114769
18259,102863
18260,110516
18261,54390
18262,41564
18263,96888
18264,95530
18265,120171
18266,97768
18267,49299
18268,95425
18269,128174
18270,44455
18271,83463
18272,40214
18273,51401
18274,67243
18275,51336
18276,4881
18277,104928
18278,126804
18279,58340
18280,47712
18281,122016
18282,18693
18283,9295
18284,911
18285,61363
18286,104305
18287,103555
18288,125923
18289,76082
18290,46428
18291,75101
18292,19703
18293,70644
18294,85050
18295,22351
18296,18079
18297,39342
18298,55778
18299,90027
18300,113577
18301,18578
18302,112117
18303,62093
18304,38528
18305,40415
18306,86373
18307,34688
18308,137840
18309,133185
18310,40182
18311,95188
18312,57609
18313,127418
18314,67691
18315,126516
18316,117635
18317,36868
18318,45027
18319,33939
18320,16574
18321,73800
18322,77129
18323,133444
18324,18753
18325,118333
18326,91313
18327,131749
18328,127464
18329,73521
18330,26126
18331,24394
18332,68189
18333,100526
18334,63462
18335,55668
18336,36029
18337,62842
18338,2322
18339,127905
18340,128497
18341,28561
18342,62041
18343,102641
18344,52628
18345,50776
18346,67454
18347,59731
18348,15606
18349,8274
18350,100935
18351,44652
18352,92905
18353,128228
18354,56775
18355,58134
18356,112632
18357,86759
18358,35684
18359,79586
18360,28423
18361,71080
18362,109626
18363,120433
18364,62506
18365,145581
18366,31011
18367,117513
18368,85761
18369,94281
18370,110457
18371,14889
18372,67462
18373,47704
18374,78725
18375,51385
18376,46077
18377,24988
18378,96489
18379,45627
18380,112082
18381,97434
18382,59186
18383,38036
18384,74788
18385,31744
18386,54196
18387,46716
18388,46393
18389,92713
18390,49436
18391,111764
18392,99316
18393,40330
18394,137216
18395,69859
18396,19344
18397,75504
18398,108551
18399,10353
18400,107563
18401,56193
18402,136762
18403,1018
18404,112222
18405,55057
18406,64377
18407,97348
18408,119236
18409,92098
18410,19769
18411,125335
18412,110235
18413,103646
18414,98697
18415,29884
18416,99420
18417,48646
18418,114583
18419,93381
18420,76010
18421,85998
18422,54634
18423,24359
18424,94728
18425,106613
18426,109642
18427,14232
18428,33391
18429,12968
18430,126824
18431,102790
18432,77502
18433,19942
18434,6281
18435,122369
18436,108736
18437,50711
18438,114524
18439,91840
18440,74082
18441,91884
18442,48921
18443,111630
18444,95656
18445,110963
18446,143253
18447,30499
18448,36570
18449,108474
18450,109283
18451,30925
18452,34276
18453,26462
18454,83165
18455,51936
18456,83207
18457,104058
18458,24471
18459,70827
18460,86134
18461,46926
18462,74785
18463,73241
18464,68684
18465,125858
18466,68409
18467,116245
18468,59684
18469,15142
18470,138760
18471,119244
18472,109051
18473,83727
18474,18698
18475,7391
18476,17018
18477,135739
18478,144039
18479,24763
18480,41623
18481,84438
18482,90986
18483,34494
18484,42282
18485,134182
18486,92508
18487,144067
18488,27937
18489,25941
18490,128542
18491,86686
18492,79515
18493,71511
18494,144596
18495,141692
18496,94272
18497,113583
18498,113226
18499,141517
18500,44558
18501,74529
18502,47273
18503,45716
18504,7280
18505,74704
18506,108108
18507,73673
18508,41421
18509,121606
18510,87476
18511,69399
18512,38389
18513,95949
18514,95116
18515,32811
18516,41619
18517,22015
18518,29514
18519,132992
18520,60307
18521,112179
18522,38944
18523,129666
18524,145947
18525,33353
18526,41954
18527,72960
18528,136879
18529,2590
18530,88726
18531,49131
18532,32234
18533,103317
18534,126086
18535,60445
18536,50760
18537,134899
18538,144136
18539,71926
18540,145465
18541,12130
18542,82430
18543,10333
18544,104485
18545,126458
18546,110758
18547,64368
18548,28380
18549,43805
18550,121090
18551,90956
18552,8722
18553,12547
18554,84731
18555,132871
18556,86638
18557,55998
18558,129737
18559,54557
18560,18902
18561,115232
18562,97781
18563,64081
18564,10867
18565,6774
18566,31231
18567,70941
18568,128023
18569,47565
18570,93252
18571,95853
18572,117198
18573,68956
18574,76417
18575,105359
18576,8911
18577,24187
18578,58324
18579,17983
18580,49329
18581,11667
18582,47756
18583,93126
18584,140516
18585,114915
18586,84716
18587,100354
18588,46461
18589,133277
18590,15069
18591,100221
18592,43386
18593,52164
18594,34275
18595,125015
18596,111468
18597,136787
18598,66935
18599,130936
18600,3030
18601,83346
18602,11553
18603,50838
18604,120248
18605,133578
18606,142562
18607,19383
18608,139931
18609,15769
18610,6819
18611,59369
18612,86008
18613,34734
18614,60171
18615,7047
18616,89124
18617,93776
18618,73655
18619,18410
18620,67558
18621,118449
18622,48405
18623,145384
18624,41190
18625,26082
18626,77203
18627,16530
18628,135803
18629,95379
18630,88541
18631,120676
18632,116102
18633,126210
18634,49188
18635,135972
18636,109727
18637,142202
18638,25877
18639,95023
18640,21515
18641,42292
18642,64915
18643,95000
18644,125585
18645,11408
18646,38910
18647,84944
18648,64353
18649,44814
18650,1290
18651,50004
18652,21580
18653,35
18654,115908
18655,137665
18656,64807
18657,52353
18658,62957
18659,122905
18660,675
18661,29266
18662,88780
18663,23416
18664,52061
18665,104290
18666,70096
18667,22133
18668,115637
18669,47396
18670,123121
18671,91280
18672,99325
18673,44427
18674,47121
18675,80575
18676,71767
18677,3741
18678,83770
18679,42146
18680,126832
18681,134683
18682,123203
18683,133778
18684,125836
18685,108534
18686,54323
18687,99217
18688,117567
18689,65785
18690,135699
18691,91864
18692,29295
18693,116767
18694,43466
18695,98660
18696,14814
18697,13106
18698,32860
18699,132635
18700,115881
18701,136065
18702,35603
18703,50182
18704,40532
18705,39379
18706,42733
18707,26176
18708,71640
18709,34663
18710,110520
18711,118270
18712,99280
18713,54397
18714,120648
18715,139424
18716,138750
18717,40361
18718,142264
18719,36434
18720,76490
18721,69599
18722,71226
18723,86641
18724,4059
18725,78307
18726,141854
18727,52905
18728,123006
18729,131264
18730,137572
18731,36459
18732,111757
18733,36611
18734,114551
18735,21913
18736,142889
18737,40928
18738,7383
18739,28469
18740,144533
18741,144035
18742,133975
18743,135976
18744,84870
18745,140903
18746,42229
18747,97802
18748,14445
18749,25430
18750,52506
18751,28965
18752,79153
18753,123786
18754,69795
18755,94640
18756,140653
18757,106965
18758,6456
18759,54764
18760,36859
18761,74358
18762,143428
18763,18633
18764,20550
18765,45490
18766,39286
18767,32729
18768,106194
18769,99071
18770,4034
18771,96220
18772,40842
18773,124664
18774,56693
18775,9538
18776,11748
18777,51600
18778,73557
18779,49453
18780,53898
18781,27435
18782,130767
18783,88188
18784,97065
18785,108651
18786,97573
18787,145971
18788,48314
18789,2965
18790,92531
18791,39032
18792,117314
18793,41628
18794,111336
18795,30567
18796,116448
18797,10183
18798,25340
18799,22864
18800,90851
18801,135763
18802,77079
18803,145602
18804,95492
18805,62828
18806,87980
18807,4765
18808,113052
18809,70149
18810,96161
18811,71786
18812,73085
18813,75792
18814,97911
18815,99655
18816,19498
18817,35368
18818,23327
18819,106900
18820,98143
18821,18141
18822,15837
18823,1232
18824,19291
18825,13653
18826,37125
18827,62450
18828,128042
18829,74541
18830,99811
18831,131358
18832,3918
18833,113309
18834,60383
18835,21037
18836,109019
18837,81188
18838,20873
18839,44172
18840,105401
18841,31988
18842,60532
18843,8842
18844,3056
18845,145226
18846,134036
18847,74251
18848,10030
18849,38697
18850,53469
18851,102188
18852,52881
18853,84325
18854,20087
18855,144551
18856,116692
18857,124684
18858,111147
18859,133799
18860,57128
18861,63262
18862,129719
18863,142729
18864,125072
18865,47247
18866,37356
18867,58881
18868,51049
18869,133695
18870,91835
18871,13856
18872,25421
18873,59957
18874,105081
18875,100563
18876,136463
18877,142463
18878,22651
18879,74617
18880,136509
18881,52794
18882,17392
18883,12524
18884,41617
18885,136059
18886,59091
18887,108216
18888,81409
18889,69438
18890,59025
18891,79884
18892,5227
18893,92236
18894,56300
18895,118013
18896,88451
18897,140915
18898,138887
18899,1027
18900,31729
18901,3732
18902,67429
18903,90745
18904,43389
18905,62302
18906,60195
18907,44309
18908,57439
18909,141616
18910,14373
18911,32708
18912,111318
18913,38242
18914,77467
18915,106199
18916,114139
18917,139437
18918,50571
18919,12495
18920,99252
18921,133557
18922,69790
18923,58914
18924,126670
18925,112147
18926,7532
18927,65653
18928,72750
18929,17182
18930,109700
18931,60649
18932,129557
18933,109151
18934,535
18935,84534
18936,65229
18937,125752
18938,7357
18939,132533
18940,34835
18941,109422
18942,65284
18943,85170
18944,117259
18945,41856
18946,116078
18947,120872
18948,101973
18949,32931
18950,115550
18951,11954
18952,99850
18953,85277
18954,52163
18955,98852
18956,135689
18957,97060
18958,57871
18959,8613
18960,67581
18961,109370
18962,144767
18963,130752
18964,130318
18965,23788
18966,3343
18967,34433
18968,51204
18969,29182
18970,129364
18971,56678
18972,130983
18973,45758
18974,100662
18975,41892
18976,135804
18977,104755
18978,558
18979,91450
18980,115220
18981,76667
18982,141107
18983,92313
18984,54129
18985,132914
18986,34983
18987,135297
18988,77310
18989,46174
18990,77610
18991,95926
18992,144198
18993,85206
18994,135065
18995,105301
18996,144637
18997,84751
18998,23496
18999,31233
19000,41192
19001,29495
19002,5254
19003,64466
19004,86622
19005,138100
19006,102958
19007,62638
19008,11999
19009,62515
19010,8185
19011,110600
19012,235
19013,63408
19014,46648
19015,117660
19016,17834
19017,34254
19018,35398
19019,43793
19020,71746
19021,120740
19022,19712
19023,85255
19024,117271
19025,86377
19026,69609
19027,6771
19028,77186
19029,64274
19030,53536
19031,49110
19032,42872
19033,56189
19034,51899
19035,58107
19036,84097
19037,111452
19038,38876
19039,134934
19040,7306
19041,84379
19042,118264
19043,41320
19044,28368
19045,140480
19046,131268
19047,50204
19048,140953
19049,31280
19050,92727
19051,8452
19052,52725
19053,51748
19054,145369
19055,109520
19056,118039
19057,23423
19058,13436
19059,124862
19060,42063
19061,98848
19062,57964
19063,30451
19064,22527
19065,10612
19066,76073
19067,5764
19068,26913
19069,138932
19070,115384
19071,90158
19072,37366
19073,118654
19074,27715
19075,126139
19076,3899
19077,81299
19078,36719
19079,6205
19080,120474
19081,78288
19082,6973
19083,86888
19084,121204
19085,24575
19086,143934
19087,89628
19088,120122
19089,23046
19090,137205
19091,28013
19092,46562
19093,65247
19094,56009
19095,40499
19096,145894
19097,68429
19098,53813
19099,875
19100,29926
19101,25702
19102,144963
19103,15242
19104,88694
19105,6326
19106,112009
19107,26893
19108,61650
19109,113892
19110,101025
19111,92793
19112,115544
19113,117463
19114,137989
19115,105434
19116,21360
19117,34693
19118,45252
19119,59718
19120,18878
19121,69032
19122,15463
19123,86552
19124,26083
19125,69338
19126,68735
19127,68421
19128,140601
19129,11254
19130,142112
19131,83917
19132,126360
19133,110974
19134,54467
19135,6656
19136,12834
19137,84048
19138,85250
19139,38041
19140,27703
19141,85032
19142,69374
19143,40583
19144,89965
19145,27469
19146,77267
19147,27217
19148,134603
19149,142756
19150,53947
19151,133391
19152,129527
19153,17107
19154,121235
19155,68899
19156,45976
19157,108619
19158,11929
19159,76199
19160,84216
19161,63565
19162,29198
19163,50644
19164,27865
19165,99109
19166,34126
19167,31217
19168,121541
19169,41726
19170,92506
19171,126081
19172,72791
19173,53486
19174,101436
19175,49502
19176,20760
19177,34607
19178,64815
19179,65195
19180,61398
19181,65933
19182,111179
19183,43453
19184,96093
19185,123755
19186,12176
19187,47189
19188,9319
19189,95057
19190,47713
19191,93941
19192,135700
19193,138465
19194,104653
19195,86212
19196,18666
19197,22178
19198,134879
19199,107143
19200,105140
19201,50523
19202,134334
19203,105121
19204,75618
19205,141504
19206,88467
19207,33724
19208,41266
19209,19943
19210,112459
19211,113653
19212,134441
19213,75453
19214,128959
19215,105141
19216,81646
19217,23577
19218,50177
19219,99095
19220,116425
19221,110219
19222,1590
19223,92685
19224,38580
19225,77087
19226,101085
19227,76733
19228,127922
19229,107933
19230,92809
19231,15781
19232,75114
19233,115731
19234,62822
19235,61986
19236,72406
19237,63757
19238,24017
19239,2067
19240,10893
19241,11036
19242,43825
19243,38573
19244,120462
19245,95161
19246,140414
19247,120761
19248,92160
19249,41249
19250,15898
19251,10710
19252,37261
19253,36687
19254,29822
19255,63992
19256,87256
19257,687
19258,53927
19259,22011
19260,68330
19261,129665
19262,133579
19263,121705
19264,43293
19265,1750
19266,10727
19267,107919
19268,139682
19269,91352
19270,21777
19271,5557
19272,86333
19273,13377
19274,29749
19275,13506
19276,67416
19277,10731
19278,84015
19279,114041
19280,146440
19281,47850
19282,16492
19283,5844
19284,47178
19285,128685
19286,58246
19287,128082
19288,134060
19289,17232
19290,128901
19291,64018
19292,3858
19293,75242
19294,14076
19295,81152
19296,80207
19297,16218
19298,14431
19299,92572
19300,50383
19301,108975
19302,140508
19303,30073
19304,11414
19305,52178
19306,46982
19307,13329
19308,107627
19309,19713
19310,89594
19311,6854
19312,96727
19313,81915
19314,26360
19315,58083
19316,139308
19317,31627
19318,62496
19319,24387
19320,72303
19321,48830
19322,135760
19323,69905
19324,108462
19325,39289
19326,49338
19327,48098
19328,39899
19329,13529
19330,78787
19331,72977
19332,36389
19333,75225
19334,42227
19335,126067
19336,68043
19337,18958
19338,68967
19339,64556
19340,129653
19341,91932
19342,678
19343,42593
19344,67044
19345,127761
19346,91252
19347,111685
19348,88302
19349,24250
19350,108701
19351,145212
19352,36676
19353,84233
19354,38810
19355,115894
19356,20769
19357,101739
19358,101680
19359,18118
19360,95921
19361,115231
19362,77807
19363,141070
19364,17227
19365,76807
19366,136828
19367,144859
19368,114637
19369,140521
19370,117604
19371,48319
19372,96792
19373,10905
19374,9155
19375,28018
19376,108967
19377,43970
19378,135310
19379,54761
19380,109184
19381,71878
19382,106139
19383,38637
19384,48769
19385,3259
19386,38951
19387,108272
19388,23770
19389,122999
19390,13650
19391,145751
19392,73771
19393,71465
19394,71796
19395,85358
19396,69489
19397,69245
19398,52611
19399,31391
19400,15435
19401,24232
19402,128300
19403,17084
19404,71638
19405,27973
19406,145998
19407,23687
19408,39845
19409,45183
19410,78038
19411,38757
19412,59599
19413,97370
19414,98508
19415,58394
19416,74846
19417,125597
19418,43174
19419,133601
19420,40514
19421,100398
19422,111814
19423,59462
19424,98299
19425,31808
19426,41014
19427,133559
19428,111875
19429,96821
19430,7626
19431,44815
19432,110300
19433,14918
19434,41435
19435,7332
19436,77642
19437,18618
19438,78069
19439,12202
19440,53025
19441,107824
19442,65894
19443,144605
19444,100981
19445,19730
19446,96550
19447,131782
19448,141890
19449,93348
19450,12336
19451,20696
19452,38940
19453,95903
19454,55356
19455,55273
19456,90483
19457,47771
19458,58223
19459,11066
19460,20866
19461,67872
19462,50192
19463,88892
19464,44829
19465,71145
19466,11704
19467,97614
19468,54418
19469,89370
19470,18117
19471,65352
19472,142175
19473,68639
19474,59771
19475,104846
19476,141965
19477,133308
19478,46335
19479,121892
19480,50127
19481,107350
19482,137133
19483,40769
19484,73114
19485,145223
19486,136218
19487,53027
19488,36685
19489,121795
19490,123192
19491,84484
19492,64884
19493,132095
19494,66003
19495,55565
19496,56624
19497,13477
19498,104176
19499,3887
19500,14658
19501,117322
19502,83329
19503,5522
19504,63022
19505,86861
19506,76635
19507,90098
19508,66205
19509,56527
19510,43939
19511,22800
19512,7903
19513,118735
19514,53103
19515,64291
19516,8684
19517,96907
19518,49119
19519,121311
19520,30852
19521,106918
19522,108909
19523,111353
19524,105760
19525,12390
19526,131756
19527,36370
19528,138440
19529,77270
19530,116194
19531,97503
19532,58129
19533,46231
19534,56950
19535,92784
19536,97571
19537,74438
19538,128319
19539,62126
19540,126806
19541,30336
19542,627
19543,59865
19544,91922
19545,67784
19546,112078
19547,53710
19548,42416
19549,112245
19550,111522
19551,52235
19552,35523
19553,76511
19554,10826
19555,45443
19556,12127
19557,95338
19558,100047
19559,127201
19560,96878
19561,84182
19562,54676
19563,58366
19564,123939
19565,86998
19566,118317
19567,95896
19568,50911
19569,131527
19570,110985
19571,96785
19572,127834
19573,58252
19574,90546
19575,121946
19576,135695
19577,103013
19578,102599
19579,41000
19580,16229
19581,23235
19582,86082
19583,137172
19584,125472
19585,88874
19586,67656
19587,113408
19588,139609
19589,36474
19590,105363
19591,39225
19592,15241
19593,104593
19594,130611
19595,58260
19596,685
19597,9867
19598,93985
19599,31846
19600,76493
19601,39255
19602,27486
19603,19282
19604,122356
19605,45228
19606,40190
19607,127253
19608,132183
19609,114452
19610,11498
19611,62597
19612,22103
19613,136255
19614,4811
19615,121973
19616,63473
19617,8223
19618,142060
19619,143227
19620,41198
19621,88120
19622,131628
19623,2066
19624,27561
19625,40503
19626,67144
19627,25246
19628,4635
19629,81656
19630,5309
19631,84112
19632,7142
19633,18241
19634,92978
19635,47335
19636,4169
19637,78975
19638,55018
19639,57011
19640,46507
19641,90114
19642,119162
19643,1212
19644,126312
19645,52130
19646,117876
19647,122665
19648,90038
19649,9314
19650,40350
19651,32654
19652,72103
19653,110165
19654,54174
19655,110398
19656,39449
19657,29540
19658,51724
19659,96340
19660,19525
19661,132484
19662,123557
19663,130667
19664,22371
19665,42508
19666,28320
19667,49931
19668,49886
19669,126997
19670,39450
19671,42240
19672,82322
19673,39986
19674,71527
19675,14224
19676,7686
19677,53403
19678,62680
19679,27500
19680,91596
19681,117148
19682,7906
19683,28570
19684,47340
19685,107585
19686,33568
19687,95892
